relation_id,record_id,source_row,产业园名称,原始产业,standard_chain,stage,node_id,node_name,relation_scope,confidence,chain_score,node_score,matched_name_terms,matched_intro_terms,match_reason,candidate_nodes
rel-0022270,park-011593,11594,太原平安谷企业孵化器,电子信息,智能物联与消费电子产业链,待细分,,,产业链级（候选节点待复核）,低,34,0,,,产业标签:电子信息宽口径候选,node-016:传感器、芯片模组与基础器件；node-017:智能终端、家电与物联平台；node-018:智慧家庭、行业物联与消费场景
rel-0022271,park-011593,11594,太原平安谷企业孵化器,电子信息,新型显示与虚拟现实产业链,待细分,,,产业链级（候选节点待复核）,低,32,0,,,产业标签:电子信息宽口径候选,node-052:显示材料、光学器件与核心部件；node-053:显示面板、终端与VR设备制造；node-054:沉浸式内容、行业应用与消费场景
rel-0022272,park-011593,11594,太原平安谷企业孵化器,电子信息,软件与数字安全产业链,待细分,,,产业链级（候选节点待复核）,低,32,0,,,产业标签:电子信息宽口径候选,node-055:基础软件、密码与可信技术；node-056:应用软件、区块链平台与安全产品；node-057:政企数字化、可信流通与安全运营
rel-0022273,park-011594,11595,铜陵市鸿基物流园,电子信息,新一代信息基础设施产业链,待细分,,,产业链级（候选节点待复核）,低,34,0,,,产业标签:电子信息宽口径候选,node-028:通信与算力硬件设备；node-029:5G网络、数据中心与云边平台；node-030:云网算服务与行业数字化支撑
rel-0022274,park-011594,11595,铜陵市鸿基物流园,电子信息,半导体与集成电路产业链,待细分,,,产业链级（候选节点待复核）,低,34,0,,,产业标签:电子信息宽口径候选,node-046:半导体材料与制造设备；node-047:芯片设计、制造、封测与集成电路；node-048:电子终端、汽车与工业芯片应用
rel-0022275,park-011594,11595,铜陵市鸿基物流园,电子信息,智能物联与消费电子产业链,待细分,,,产业链级（候选节点待复核）,低,34,0,,,产业标签:电子信息宽口径候选,node-016:传感器、芯片模组与基础器件；node-017:智能终端、家电与物联平台；node-018:智慧家庭、行业物联与消费场景
rel-0022276,park-011594,11595,铜陵市鸿基物流园,电子信息,新型显示与虚拟现实产业链,待细分,,,产业链级（候选节点待复核）,低,32,0,,,产业标签:电子信息宽口径候选,node-052:显示材料、光学器件与核心部件；node-053:显示面板、终端与VR设备制造；node-054:沉浸式内容、行业应用与消费场景
rel-0022277,park-011594,11595,铜陵市鸿基物流园,电子信息,软件与数字安全产业链,待细分,,,产业链级（候选节点待复核）,低,32,0,,,产业标签:电子信息宽口径候选,node-055:基础软件、密码与可信技术；node-056:应用软件、区块链平台与安全产品；node-057:政企数字化、可信流通与安全运营
rel-0022278,park-011595,11596,铜仁西南加工仓储产业园,电子信息,新一代信息基础设施产业链,待细分,,,产业链级（候选节点待复核）,低,34,0,,,产业标签:电子信息宽口径候选,node-028:通信与算力硬件设备；node-029:5G网络、数据中心与云边平台；node-030:云网算服务与行业数字化支撑
rel-0022279,park-011595,11596,铜仁西南加工仓储产业园,电子信息,半导体与集成电路产业链,待细分,,,产业链级（候选节点待复核）,低,34,0,,,产业标签:电子信息宽口径候选,node-046:半导体材料与制造设备；node-047:芯片设计、制造、封测与集成电路；node-048:电子终端、汽车与工业芯片应用
rel-0022280,park-011595,11596,铜仁西南加工仓储产业园,电子信息,智能物联与消费电子产业链,待细分,,,产业链级（候选节点待复核）,低,34,0,,,产业标签:电子信息宽口径候选,node-016:传感器、芯片模组与基础器件；node-017:智能终端、家电与物联平台；node-018:智慧家庭、行业物联与消费场景
rel-0022281,park-011595,11596,铜仁西南加工仓储产业园,电子信息,新型显示与虚拟现实产业链,待细分,,,产业链级（候选节点待复核）,低,32,0,,,产业标签:电子信息宽口径候选,node-052:显示材料、光学器件与核心部件；node-053:显示面板、终端与VR设备制造；node-054:沉浸式内容、行业应用与消费场景
rel-0022282,park-011595,11596,铜仁西南加工仓储产业园,电子信息,软件与数字安全产业链,待细分,,,产业链级（候选节点待复核）,低,32,0,,,产业标签:电子信息宽口径候选,node-055:基础软件、密码与可信技术；node-056:应用软件、区块链平台与安全产品；node-057:政企数字化、可信流通与安全运营
rel-0022283,park-011596,11597,威海海珂孵化器,电子信息,新一代信息基础设施产业链,待细分,,,产业链级（候选节点待复核）,低,34,0,,,产业标签:电子信息宽口径候选,node-028:通信与算力硬件设备；node-029:5G网络、数据中心与云边平台；node-030:云网算服务与行业数字化支撑
rel-0022284,park-011596,11597,威海海珂孵化器,电子信息,半导体与集成电路产业链,待细分,,,产业链级（候选节点待复核）,低,34,0,,,产业标签:电子信息宽口径候选,node-046:半导体材料与制造设备；node-047:芯片设计、制造、封测与集成电路；node-048:电子终端、汽车与工业芯片应用
rel-0022285,park-011596,11597,威海海珂孵化器,电子信息,智能物联与消费电子产业链,待细分,,,产业链级（候选节点待复核）,低,34,0,,,产业标签:电子信息宽口径候选,node-016:传感器、芯片模组与基础器件；node-017:智能终端、家电与物联平台；node-018:智慧家庭、行业物联与消费场景
rel-0022286,park-011596,11597,威海海珂孵化器,电子信息,新型显示与虚拟现实产业链,待细分,,,产业链级（候选节点待复核）,低,32,0,,,产业标签:电子信息宽口径候选,node-052:显示材料、光学器件与核心部件；node-053:显示面板、终端与VR设备制造；node-054:沉浸式内容、行业应用与消费场景
rel-0022287,park-011596,11597,威海海珂孵化器,电子信息,软件与数字安全产业链,待细分,,,产业链级（候选节点待复核）,低,32,0,,,产业标签:电子信息宽口径候选,node-055:基础软件、密码与可信技术；node-056:应用软件、区块链平台与安全产品；node-057:政企数字化、可信流通与安全运营
rel-0022288,park-011597,11598,潍坊朵朵待开创业孵化器,电子信息,新一代信息基础设施产业链,待细分,,,产业链级（候选节点待复核）,低,34,0,,,产业标签:电子信息宽口径候选,node-028:通信与算力硬件设备；node-029:5G网络、数据中心与云边平台；node-030:云网算服务与行业数字化支撑
rel-0022289,park-011597,11598,潍坊朵朵待开创业孵化器,电子信息,半导体与集成电路产业链,待细分,,,产业链级（候选节点待复核）,低,34,0,,,产业标签:电子信息宽口径候选,node-046:半导体材料与制造设备；node-047:芯片设计、制造、封测与集成电路；node-048:电子终端、汽车与工业芯片应用
rel-0022290,park-011597,11598,潍坊朵朵待开创业孵化器,电子信息,智能物联与消费电子产业链,待细分,,,产业链级（候选节点待复核）,低,34,0,,,产业标签:电子信息宽口径候选,node-016:传感器、芯片模组与基础器件；node-017:智能终端、家电与物联平台；node-018:智慧家庭、行业物联与消费场景
rel-0022291,park-011597,11598,潍坊朵朵待开创业孵化器,电子信息,新型显示与虚拟现实产业链,待细分,,,产业链级（候选节点待复核）,低,32,0,,,产业标签:电子信息宽口径候选,node-052:显示材料、光学器件与核心部件；node-053:显示面板、终端与VR设备制造；node-054:沉浸式内容、行业应用与消费场景
rel-0022292,park-011597,11598,潍坊朵朵待开创业孵化器,电子信息,软件与数字安全产业链,待细分,,,产业链级（候选节点待复核）,低,32,0,,,产业标签:电子信息宽口径候选,node-055:基础软件、密码与可信技术；node-056:应用软件、区块链平台与安全产品；node-057:政企数字化、可信流通与安全运营
rel-0022293,park-011597,11598,潍坊朵朵待开创业孵化器,电子信息,绿色环保与资源循环产业链,待细分,,,产业链级（候选节点待复核）,低,30,0,,循环经济,简介关键词:循环经济,node-031:环保装备、监测与资源回收基础；node-032:污染治理与节能降碳服务；node-033:园区、市政与企业绿色运营
rel-0022294,park-011598,11599,阳江市江城区银岭科技产业园,电子信息,新一代信息基础设施产业链,待细分,,,产业链级（候选节点待复核）,低,34,0,,,产业标签:电子信息宽口径候选,node-028:通信与算力硬件设备；node-029:5G网络、数据中心与云边平台；node-030:云网算服务与行业数字化支撑
rel-0022295,park-011598,11599,阳江市江城区银岭科技产业园,电子信息,半导体与集成电路产业链,待细分,,,产业链级（候选节点待复核）,低,34,0,,,产业标签:电子信息宽口径候选,node-046:半导体材料与制造设备；node-047:芯片设计、制造、封测与集成电路；node-048:电子终端、汽车与工业芯片应用
rel-0022296,park-011598,11599,阳江市江城区银岭科技产业园,电子信息,智能物联与消费电子产业链,待细分,,,产业链级（候选节点待复核）,低,34,0,,,产业标签:电子信息宽口径候选,node-016:传感器、芯片模组与基础器件；node-017:智能终端、家电与物联平台；node-018:智慧家庭、行业物联与消费场景
rel-0022297,park-011598,11599,阳江市江城区银岭科技产业园,电子信息,新型显示与虚拟现实产业链,待细分,,,产业链级（候选节点待复核）,低,32,0,,,产业标签:电子信息宽口径候选,node-052:显示材料、光学器件与核心部件；node-053:显示面板、终端与VR设备制造；node-054:沉浸式内容、行业应用与消费场景
rel-0022298,park-011598,11599,阳江市江城区银岭科技产业园,电子信息,软件与数字安全产业链,待细分,,,产业链级（候选节点待复核）,低,32,0,,,产业标签:电子信息宽口径候选,node-055:基础软件、密码与可信技术；node-056:应用软件、区块链平台与安全产品；node-057:政企数字化、可信流通与安全运营
rel-0022299,park-011599,11600,阳泉晋商汇小微企业科技孵化器,电子信息,新一代信息基础设施产业链,待细分,,,产业链级（候选节点待复核）,低,34,0,,,产业标签:电子信息宽口径候选,node-028:通信与算力硬件设备；node-029:5G网络、数据中心与云边平台；node-030:云网算服务与行业数字化支撑
rel-0022300,park-011599,11600,阳泉晋商汇小微企业科技孵化器,电子信息,半导体与集成电路产业链,待细分,,,产业链级（候选节点待复核）,低,34,0,,,产业标签:电子信息宽口径候选,node-046:半导体材料与制造设备；node-047:芯片设计、制造、封测与集成电路；node-048:电子终端、汽车与工业芯片应用
rel-0022301,park-011599,11600,阳泉晋商汇小微企业科技孵化器,电子信息,智能物联与消费电子产业链,待细分,,,产业链级（候选节点待复核）,低,34,0,,,产业标签:电子信息宽口径候选,node-016:传感器、芯片模组与基础器件；node-017:智能终端、家电与物联平台；node-018:智慧家庭、行业物联与消费场景
rel-0022302,park-011599,11600,阳泉晋商汇小微企业科技孵化器,电子信息,新型显示与虚拟现实产业链,待细分,,,产业链级（候选节点待复核）,低,32,0,,,产业标签:电子信息宽口径候选,node-052:显示材料、光学器件与核心部件；node-053:显示面板、终端与VR设备制造；node-054:沉浸式内容、行业应用与消费场景
rel-0022303,park-011599,11600,阳泉晋商汇小微企业科技孵化器,电子信息,软件与数字安全产业链,待细分,,,产业链级（候选节点待复核）,低,32,0,,,产业标签:电子信息宽口径候选,node-055:基础软件、密码与可信技术；node-056:应用软件、区块链平台与安全产品；node-057:政企数字化、可信流通与安全运营
rel-0022304,park-011600,11601,阳泉农湾孵化器,电子信息,新一代信息基础设施产业链,待细分,,,产业链级（候选节点待复核）,低,34,0,,,产业标签:电子信息宽口径候选,node-028:通信与算力硬件设备；node-029:5G网络、数据中心与云边平台；node-030:云网算服务与行业数字化支撑
rel-0022305,park-011600,11601,阳泉农湾孵化器,电子信息,半导体与集成电路产业链,待细分,,,产业链级（候选节点待复核）,低,34,0,,,产业标签:电子信息宽口径候选,node-046:半导体材料与制造设备；node-047:芯片设计、制造、封测与集成电路；node-048:电子终端、汽车与工业芯片应用
rel-0022306,park-011600,11601,阳泉农湾孵化器,电子信息,智能物联与消费电子产业链,待细分,,,产业链级（候选节点待复核）,低,34,0,,,产业标签:电子信息宽口径候选,node-016:传感器、芯片模组与基础器件；node-017:智能终端、家电与物联平台；node-018:智慧家庭、行业物联与消费场景
rel-0022307,park-011600,11601,阳泉农湾孵化器,电子信息,新型显示与虚拟现实产业链,待细分,,,产业链级（候选节点待复核）,低,32,0,,,产业标签:电子信息宽口径候选,node-052:显示材料、光学器件与核心部件；node-053:显示面板、终端与VR设备制造；node-054:沉浸式内容、行业应用与消费场景
rel-0022308,park-011600,11601,阳泉农湾孵化器,电子信息,软件与数字安全产业链,待细分,,,产业链级（候选节点待复核）,低,32,0,,,产业标签:电子信息宽口径候选,node-055:基础软件、密码与可信技术；node-056:应用软件、区块链平台与安全产品；node-057:政企数字化、可信流通与安全运营
rel-0022309,park-011601,11602,阳泉三度企业孵化器,电子信息,新一代信息基础设施产业链,待细分,,,产业链级（候选节点待复核）,低,34,0,,,产业标签:电子信息宽口径候选,node-028:通信与算力硬件设备；node-029:5G网络、数据中心与云边平台；node-030:云网算服务与行业数字化支撑
rel-0022310,park-011601,11602,阳泉三度企业孵化器,电子信息,半导体与集成电路产业链,待细分,,,产业链级（候选节点待复核）,低,34,0,,,产业标签:电子信息宽口径候选,node-046:半导体材料与制造设备；node-047:芯片设计、制造、封测与集成电路；node-048:电子终端、汽车与工业芯片应用
rel-0022311,park-011601,11602,阳泉三度企业孵化器,电子信息,智能物联与消费电子产业链,待细分,,,产业链级（候选节点待复核）,低,34,0,,,产业标签:电子信息宽口径候选,node-016:传感器、芯片模组与基础器件；node-017:智能终端、家电与物联平台；node-018:智慧家庭、行业物联与消费场景
rel-0022312,park-011601,11602,阳泉三度企业孵化器,电子信息,新型显示与虚拟现实产业链,待细分,,,产业链级（候选节点待复核）,低,32,0,,,产业标签:电子信息宽口径候选,node-052:显示材料、光学器件与核心部件；node-053:显示面板、终端与VR设备制造；node-054:沉浸式内容、行业应用与消费场景
rel-0022313,park-011601,11602,阳泉三度企业孵化器,电子信息,软件与数字安全产业链,待细分,,,产业链级（候选节点待复核）,低,32,0,,,产业标签:电子信息宽口径候选,node-055:基础软件、密码与可信技术；node-056:应用软件、区块链平台与安全产品；node-057:政企数字化、可信流通与安全运营
rel-0022314,park-011602,11603,临沂市盛越物流产业园,电子信息,新一代信息基础设施产业链,待细分,,,产业链级（候选节点待复核）,低,34,0,,,产业标签:电子信息宽口径候选,node-028:通信与算力硬件设备；node-029:5G网络、数据中心与云边平台；node-030:云网算服务与行业数字化支撑
rel-0022315,park-011602,11603,临沂市盛越物流产业园,电子信息,半导体与集成电路产业链,待细分,,,产业链级（候选节点待复核）,低,34,0,,,产业标签:电子信息宽口径候选,node-046:半导体材料与制造设备；node-047:芯片设计、制造、封测与集成电路；node-048:电子终端、汽车与工业芯片应用
rel-0022316,park-011602,11603,临沂市盛越物流产业园,电子信息,智能物联与消费电子产业链,待细分,,,产业链级（候选节点待复核）,低,34,0,,,产业标签:电子信息宽口径候选,node-016:传感器、芯片模组与基础器件；node-017:智能终端、家电与物联平台；node-018:智慧家庭、行业物联与消费场景
rel-0022317,park-011602,11603,临沂市盛越物流产业园,电子信息,新型显示与虚拟现实产业链,待细分,,,产业链级（候选节点待复核）,低,32,0,,,产业标签:电子信息宽口径候选,node-052:显示材料、光学器件与核心部件；node-053:显示面板、终端与VR设备制造；node-054:沉浸式内容、行业应用与消费场景
rel-0022318,park-011602,11603,临沂市盛越物流产业园,电子信息,软件与数字安全产业链,待细分,,,产业链级（候选节点待复核）,低,32,0,,,产业标签:电子信息宽口径候选,node-055:基础软件、密码与可信技术；node-056:应用软件、区块链平台与安全产品；node-057:政企数字化、可信流通与安全运营
rel-0022319,park-011603,11604,陆丰市产业园,电子信息,新一代信息基础设施产业链,待细分,,,产业链级（候选节点待复核）,低,34,0,,,产业标签:电子信息宽口径候选,node-028:通信与算力硬件设备；node-029:5G网络、数据中心与云边平台；node-030:云网算服务与行业数字化支撑
rel-0022320,park-011603,11604,陆丰市产业园,电子信息,半导体与集成电路产业链,待细分,,,产业链级（候选节点待复核）,低,34,0,,,产业标签:电子信息宽口径候选,node-046:半导体材料与制造设备；node-047:芯片设计、制造、封测与集成电路；node-048:电子终端、汽车与工业芯片应用
rel-0022321,park-011603,11604,陆丰市产业园,电子信息,智能物联与消费电子产业链,待细分,,,产业链级（候选节点待复核）,低,34,0,,,产业标签:电子信息宽口径候选,node-016:传感器、芯片模组与基础器件；node-017:智能终端、家电与物联平台；node-018:智慧家庭、行业物联与消费场景
rel-0022322,park-011603,11604,陆丰市产业园,电子信息,新型显示与虚拟现实产业链,待细分,,,产业链级（候选节点待复核）,低,32,0,,,产业标签:电子信息宽口径候选,node-052:显示材料、光学器件与核心部件；node-053:显示面板、终端与VR设备制造；node-054:沉浸式内容、行业应用与消费场景
rel-0022323,park-011603,11604,陆丰市产业园,电子信息,软件与数字安全产业链,待细分,,,产业链级（候选节点待复核）,低,32,0,,,产业标签:电子信息宽口径候选,node-055:基础软件、密码与可信技术；node-056:应用软件、区块链平台与安全产品；node-057:政企数字化、可信流通与安全运营
rel-0022324,park-011604,11605,茂名市电白产业园,电子信息,新一代信息基础设施产业链,待细分,,,产业链级（候选节点待复核）,低,34,0,,,产业标签:电子信息宽口径候选,node-028:通信与算力硬件设备；node-029:5G网络、数据中心与云边平台；node-030:云网算服务与行业数字化支撑
rel-0022325,park-011604,11605,茂名市电白产业园,电子信息,半导体与集成电路产业链,待细分,,,产业链级（候选节点待复核）,低,34,0,,,产业标签:电子信息宽口径候选,node-046:半导体材料与制造设备；node-047:芯片设计、制造、封测与集成电路；node-048:电子终端、汽车与工业芯片应用
rel-0022326,park-011604,11605,茂名市电白产业园,电子信息,智能物联与消费电子产业链,待细分,,,产业链级（候选节点待复核）,低,34,0,,,产业标签:电子信息宽口径候选,node-016:传感器、芯片模组与基础器件；node-017:智能终端、家电与物联平台；node-018:智慧家庭、行业物联与消费场景
rel-0022327,park-011604,11605,茂名市电白产业园,电子信息,新型显示与虚拟现实产业链,待细分,,,产业链级（候选节点待复核）,低,32,0,,,产业标签:电子信息宽口径候选,node-052:显示材料、光学器件与核心部件；node-053:显示面板、终端与VR设备制造；node-054:沉浸式内容、行业应用与消费场景
rel-0022328,park-011604,11605,茂名市电白产业园,电子信息,软件与数字安全产业链,待细分,,,产业链级（候选节点待复核）,低,32,0,,,产业标签:电子信息宽口径候选,node-055:基础软件、密码与可信技术；node-056:应用软件、区块链平台与安全产品；node-057:政企数字化、可信流通与安全运营
rel-0022329,park-011605,11606,梅州大百汇品牌产业园,电子信息,新一代信息基础设施产业链,待细分,,,产业链级（候选节点待复核）,低,34,0,,,产业标签:电子信息宽口径候选,node-028:通信与算力硬件设备；node-029:5G网络、数据中心与云边平台；node-030:云网算服务与行业数字化支撑
rel-0022330,park-011605,11606,梅州大百汇品牌产业园,电子信息,半导体与集成电路产业链,待细分,,,产业链级（候选节点待复核）,低,34,0,,,产业标签:电子信息宽口径候选,node-046:半导体材料与制造设备；node-047:芯片设计、制造、封测与集成电路；node-048:电子终端、汽车与工业芯片应用
rel-0022331,park-011605,11606,梅州大百汇品牌产业园,电子信息,智能物联与消费电子产业链,待细分,,,产业链级（候选节点待复核）,低,34,0,,,产业标签:电子信息宽口径候选,node-016:传感器、芯片模组与基础器件；node-017:智能终端、家电与物联平台；node-018:智慧家庭、行业物联与消费场景
rel-0022332,park-011605,11606,梅州大百汇品牌产业园,电子信息,新型显示与虚拟现实产业链,待细分,,,产业链级（候选节点待复核）,低,32,0,,,产业标签:电子信息宽口径候选,node-052:显示材料、光学器件与核心部件；node-053:显示面板、终端与VR设备制造；node-054:沉浸式内容、行业应用与消费场景
rel-0022333,park-011605,11606,梅州大百汇品牌产业园,电子信息,软件与数字安全产业链,待细分,,,产业链级（候选节点待复核）,低,32,0,,,产业标签:电子信息宽口径候选,node-055:基础软件、密码与可信技术；node-056:应用软件、区块链平台与安全产品；node-057:政企数字化、可信流通与安全运营
rel-0022334,park-011606,11607,梅州市锦绣现代物流园,电子信息,新一代信息基础设施产业链,待细分,,,产业链级（候选节点待复核）,低,34,0,,,产业标签:电子信息宽口径候选,node-028:通信与算力硬件设备；node-029:5G网络、数据中心与云边平台；node-030:云网算服务与行业数字化支撑
rel-0022335,park-011606,11607,梅州市锦绣现代物流园,电子信息,半导体与集成电路产业链,待细分,,,产业链级（候选节点待复核）,低,34,0,,,产业标签:电子信息宽口径候选,node-046:半导体材料与制造设备；node-047:芯片设计、制造、封测与集成电路；node-048:电子终端、汽车与工业芯片应用
rel-0022336,park-011606,11607,梅州市锦绣现代物流园,电子信息,智能物联与消费电子产业链,待细分,,,产业链级（候选节点待复核）,低,34,0,,,产业标签:电子信息宽口径候选,node-016:传感器、芯片模组与基础器件；node-017:智能终端、家电与物联平台；node-018:智慧家庭、行业物联与消费场景
rel-0022337,park-011606,11607,梅州市锦绣现代物流园,电子信息,新型显示与虚拟现实产业链,待细分,,,产业链级（候选节点待复核）,低,32,0,,,产业标签:电子信息宽口径候选,node-052:显示材料、光学器件与核心部件；node-053:显示面板、终端与VR设备制造；node-054:沉浸式内容、行业应用与消费场景
rel-0022338,park-011606,11607,梅州市锦绣现代物流园,电子信息,软件与数字安全产业链,待细分,,,产业链级（候选节点待复核）,低,32,0,,,产业标签:电子信息宽口径候选,node-055:基础软件、密码与可信技术；node-056:应用软件、区块链平台与安全产品；node-057:政企数字化、可信流通与安全运营
rel-0022339,park-011607,11608,绵阳企巢孵化器,电子信息,新一代信息基础设施产业链,待细分,,,产业链级（候选节点待复核）,低,34,0,,,产业标签:电子信息宽口径候选,node-028:通信与算力硬件设备；node-029:5G网络、数据中心与云边平台；node-030:云网算服务与行业数字化支撑
rel-0022340,park-011607,11608,绵阳企巢孵化器,电子信息,半导体与集成电路产业链,待细分,,,产业链级（候选节点待复核）,低,34,0,,,产业标签:电子信息宽口径候选,node-046:半导体材料与制造设备；node-047:芯片设计、制造、封测与集成电路；node-048:电子终端、汽车与工业芯片应用
rel-0022341,park-011607,11608,绵阳企巢孵化器,电子信息,智能物联与消费电子产业链,待细分,,,产业链级（候选节点待复核）,低,34,0,,,产业标签:电子信息宽口径候选,node-016:传感器、芯片模组与基础器件；node-017:智能终端、家电与物联平台；node-018:智慧家庭、行业物联与消费场景
rel-0022342,park-011607,11608,绵阳企巢孵化器,电子信息,新型显示与虚拟现实产业链,待细分,,,产业链级（候选节点待复核）,低,32,0,,,产业标签:电子信息宽口径候选,node-052:显示材料、光学器件与核心部件；node-053:显示面板、终端与VR设备制造；node-054:沉浸式内容、行业应用与消费场景
rel-0022343,park-011607,11608,绵阳企巢孵化器,电子信息,软件与数字安全产业链,待细分,,,产业链级（候选节点待复核）,低,32,0,,,产业标签:电子信息宽口径候选,node-055:基础软件、密码与可信技术；node-056:应用软件、区块链平台与安全产品；node-057:政企数字化、可信流通与安全运营
rel-0022344,park-011608,11609,南充创意产业园,电子信息,新一代信息基础设施产业链,待细分,,,产业链级（候选节点待复核）,低,34,0,,,产业标签:电子信息宽口径候选,node-028:通信与算力硬件设备；node-029:5G网络、数据中心与云边平台；node-030:云网算服务与行业数字化支撑
rel-0022345,park-011608,11609,南充创意产业园,电子信息,半导体与集成电路产业链,待细分,,,产业链级（候选节点待复核）,低,34,0,,,产业标签:电子信息宽口径候选,node-046:半导体材料与制造设备；node-047:芯片设计、制造、封测与集成电路；node-048:电子终端、汽车与工业芯片应用
rel-0022346,park-011608,11609,南充创意产业园,电子信息,智能物联与消费电子产业链,待细分,,,产业链级（候选节点待复核）,低,34,0,,,产业标签:电子信息宽口径候选,node-016:传感器、芯片模组与基础器件；node-017:智能终端、家电与物联平台；node-018:智慧家庭、行业物联与消费场景
rel-0022347,park-011608,11609,南充创意产业园,电子信息,新型显示与虚拟现实产业链,待细分,,,产业链级（候选节点待复核）,低,32,0,,,产业标签:电子信息宽口径候选,node-052:显示材料、光学器件与核心部件；node-053:显示面板、终端与VR设备制造；node-054:沉浸式内容、行业应用与消费场景
rel-0022348,park-011608,11609,南充创意产业园,电子信息,软件与数字安全产业链,待细分,,,产业链级（候选节点待复核）,低,32,0,,,产业标签:电子信息宽口径候选,node-055:基础软件、密码与可信技术；node-056:应用软件、区块链平台与安全产品；node-057:政企数字化、可信流通与安全运营
rel-0022349,park-011609,11610,易博士大厦数字出版产业孵化器,电子信息,新一代信息基础设施产业链,待细分,,,产业链级（候选节点待复核）,低,34,0,,,产业标签:电子信息宽口径候选,node-028:通信与算力硬件设备；node-029:5G网络、数据中心与云边平台；node-030:云网算服务与行业数字化支撑
rel-0022350,park-011609,11610,易博士大厦数字出版产业孵化器,电子信息,半导体与集成电路产业链,待细分,,,产业链级（候选节点待复核）,低,34,0,,,产业标签:电子信息宽口径候选,node-046:半导体材料与制造设备；node-047:芯片设计、制造、封测与集成电路；node-048:电子终端、汽车与工业芯片应用
rel-0022351,park-011609,11610,易博士大厦数字出版产业孵化器,电子信息,智能物联与消费电子产业链,待细分,,,产业链级（候选节点待复核）,低,34,0,,,产业标签:电子信息宽口径候选,node-016:传感器、芯片模组与基础器件；node-017:智能终端、家电与物联平台；node-018:智慧家庭、行业物联与消费场景
rel-0022352,park-011609,11610,易博士大厦数字出版产业孵化器,电子信息,新型显示与虚拟现实产业链,待细分,,,产业链级（候选节点待复核）,低,32,0,,,产业标签:电子信息宽口径候选,node-052:显示材料、光学器件与核心部件；node-053:显示面板、终端与VR设备制造；node-054:沉浸式内容、行业应用与消费场景
rel-0022353,park-011609,11610,易博士大厦数字出版产业孵化器,电子信息,软件与数字安全产业链,待细分,,,产业链级（候选节点待复核）,低,32,0,,,产业标签:电子信息宽口径候选,node-055:基础软件、密码与可信技术；node-056:应用软件、区块链平台与安全产品；node-057:政企数字化、可信流通与安全运营
rel-0022354,park-011609,11610,易博士大厦数字出版产业孵化器,电子信息,基础设施与城市建设产业链,待细分,,,产业链级（候选节点待复核）,低,30,0,,基础设施,简介关键词:基础设施,node-007:规划设计、建材与工程准备；node-008:基础设施建设与房地产开发；node-009:城市运营、公用事业与物业服务
rel-0022355,park-011610,11611,珠海港物流园,电子信息,新一代信息基础设施产业链,待细分,,,产业链级（候选节点待复核）,低,34,0,,,产业标签:电子信息宽口径候选,node-028:通信与算力硬件设备；node-029:5G网络、数据中心与云边平台；node-030:云网算服务与行业数字化支撑
rel-0022356,park-011610,11611,珠海港物流园,电子信息,半导体与集成电路产业链,待细分,,,产业链级（候选节点待复核）,低,34,0,,,产业标签:电子信息宽口径候选,node-046:半导体材料与制造设备；node-047:芯片设计、制造、封测与集成电路；node-048:电子终端、汽车与工业芯片应用
rel-0022357,park-011610,11611,珠海港物流园,电子信息,智能物联与消费电子产业链,待细分,,,产业链级（候选节点待复核）,低,34,0,,,产业标签:电子信息宽口径候选,node-016:传感器、芯片模组与基础器件；node-017:智能终端、家电与物联平台；node-018:智慧家庭、行业物联与消费场景
rel-0022358,park-011610,11611,珠海港物流园,电子信息,新型显示与虚拟现实产业链,待细分,,,产业链级（候选节点待复核）,低,32,0,,,产业标签:电子信息宽口径候选,node-052:显示材料、光学器件与核心部件；node-053:显示面板、终端与VR设备制造；node-054:沉浸式内容、行业应用与消费场景
rel-0022359,park-011610,11611,珠海港物流园,电子信息,软件与数字安全产业链,待细分,,,产业链级（候选节点待复核）,低,32,0,,,产业标签:电子信息宽口径候选,node-055:基础软件、密码与可信技术；node-056:应用软件、区块链平台与安全产品；node-057:政企数字化、可信流通与安全运营
rel-0022360,park-011611,11612,珠海光大园区,电子信息,新一代信息基础设施产业链,待细分,,,产业链级（候选节点待复核）,低,34,0,,,产业标签:电子信息宽口径候选,node-028:通信与算力硬件设备；node-029:5G网络、数据中心与云边平台；node-030:云网算服务与行业数字化支撑
rel-0022361,park-011611,11612,珠海光大园区,电子信息,半导体与集成电路产业链,待细分,,,产业链级（候选节点待复核）,低,34,0,,,产业标签:电子信息宽口径候选,node-046:半导体材料与制造设备；node-047:芯片设计、制造、封测与集成电路；node-048:电子终端、汽车与工业芯片应用
rel-0022362,park-011611,11612,珠海光大园区,电子信息,智能物联与消费电子产业链,待细分,,,产业链级（候选节点待复核）,低,34,0,,,产业标签:电子信息宽口径候选,node-016:传感器、芯片模组与基础器件；node-017:智能终端、家电与物联平台；node-018:智慧家庭、行业物联与消费场景
rel-0022363,park-011611,11612,珠海光大园区,电子信息,新型显示与虚拟现实产业链,待细分,,,产业链级（候选节点待复核）,低,32,0,,,产业标签:电子信息宽口径候选,node-052:显示材料、光学器件与核心部件；node-053:显示面板、终端与VR设备制造；node-054:沉浸式内容、行业应用与消费场景
rel-0022364,park-011611,11612,珠海光大园区,电子信息,软件与数字安全产业链,待细分,,,产业链级（候选节点待复核）,低,32,0,,,产业标签:电子信息宽口径候选,node-055:基础软件、密码与可信技术；node-056:应用软件、区块链平台与安全产品；node-057:政企数字化、可信流通与安全运营
